,Family,Genus,Species,Subspecies,Infrasubspecies,Sex,Name
19515,Lycaenidae,Anthene,Anthene,Anthene,,,Lycaenidae Anthene nan nan nan nan
19558,Pieridae,Gandaca,Gandaca harina,Gandaca harina harina,,Gandaca harina harina male,Pieridae Gandaca harina harina nan male
19586,Pieridae,Delias,Delias hyparete,Delias hyparete hyparete,,Delias hyparete hyparete female,Pieridae Delias hyparete hyparete nan female
19596,Pieridae,Delias,Delias pasithoe,Delias pasithoe egialea,,Delias pasithoe egialea male,Pieridae Delias pasithoe egialea nan male
19600,Lycaenidae,Jamides,Jamides cf. bochus,Jamides cf. bochus,,,Lycaenidae Jamides cf. bochus nan nan nan
19601,Lycaenidae,cf. Udara,cf. Udara,cf. Udara,,,Lycaenidae cf. Udara nan nan nan nan
19604,Lycaenidae,cf. Acytolepis,cf. Acytolepis,cf. Acytolepis,,,Lycaenidae cf. Acytolepis nan nan nan nan
19605,Lycaenidae,Plautella,Plautella cf. cossaea,Plautella cf. cossaea,,,Lycaenidae Plautella cf. cossaea nan nan nan
19613,Papilionidae,Graphium,Graphium doson,Graphium doson gyndes,,Graphium doson gyndes male,Papilionidae Graphium doson gyndes nan male
19614,Papilionidae,Papilio,Papilio alphenor,Papilio alphenor ledebouria,,Papilio alphenor ledebouria male,Papilionidae Papilio alphenor ledebouria nan male
19616,Papilionidae,Trogonoptera,Trogonoptera trojana,Trogonoptera trojana,,Trogonoptera trojana male,Papilionidae Trogonoptera trojana nan nan male
19618,Papilionidae,Graphium,Graphium bathycles,Graphium bathycles bathycloides,,Graphium bathycles bathycloides male,Papilionidae Graphium bathycles bathycloides nan male
19619,Papilionidae,Graphium,Graphium aristeus,Graphium aristeus hermocrates,,Graphium aristeus hermocrates male,Papilionidae Graphium aristeus hermocrates nan male
19620,Papilionidae,Graphium,Graphium decolor,Graphium decolor decolor,,Graphium decolor decolor male,Papilionidae Graphium decolor decolor nan male
19638,Lycaenidae,Acytolepis,Acytolepis cf. puspa,Acytolepis cf. puspa,,,Lycaenidae Acytolepis cf. puspa nan nan nan
19641,Satyridae,,,,,,Satyridae nan nan nan nan nan
19644,Pieridae,Delias,Delias pasithoe,Delias pasithoe egialea,,Delias pasithoe egialea female,Pieridae Delias pasithoe egialea nan female
19646,Amathusiinae,Amathusia,Amathusia,Amathusia,,,Amathusiinae Amathusia nan nan nan nan
19649,Pieridae,Delias,Delias hyparete,Delias hyparete hyparete,,Delias hyparete hyparete male,Pieridae Delias hyparete hyparete nan male
19687,Pieridae,Catopsilia,Catopsilia pomona,Catopsilia pomona pomona,,Catopsilia pomona pomona male,Pieridae Catopsilia pomona pomona nan male
19696,Lycaenidae,Pithecops,Pithecops dionisius,Pithecops dionisius,,,Lycaenidae Pithecops dionisius nan nan nan
19700,Lycaenidae,Danis,Danis danis,Danis danis,,Danis danis male,Lycaenidae Danis danis nan nan male
19701,Lycaenidae,Danis,Danis danis,Danis danis,,Danis danis female,Lycaenidae Danis danis nan nan female
19711,Lycaenidae,Arhopala,Arhopala phryxus,Arhopala phryxus,,,Lycaenidae Arhopala phryxus nan nan nan
19725,Lycaenidae,Jamides,Jamides coritus,Jamides coritus,,,Lycaenidae Jamides coritus nan nan nan
19729,Callidulidae,Pithecops,Pithecops dionisius,Pithecops dionisius,,,Callidulidae Pithecops dionisius nan nan nan
19744,Lycaenidae,Hypolycaena,Hypolycaena phorbas,Hypolycaena phorbas,,,Lycaenidae Hypolycaena phorbas nan nan nan
19758,Lycaenidae,Caleta,Caleta mindarus,Caleta mindarus,,,Lycaenidae Caleta mindarus nan nan nan
19761,Danaidae,Euchrysops,Euchrysops cnejus,Euchrysops cnejus,,,Danaidae Euchrysops cnejus nan nan nan
19769,Lycaenidae,Danis,Danis danis,Danis danis,,,Lycaenidae Danis danis nan nan nan
19787,Lycaenidae,Psychonotis,Psychonotis caelius,Psychonotis caelius,,,Lycaenidae Psychonotis caelius nan nan nan
19830,Lycaenidae,cf. Candalides,cf. Candalides,cf. Candalides,,,Lycaenidae cf. Candalides nan nan nan nan
19840,Lycaenidae,Arhopala,Arhopala thamyras,Arhopala thamyras,,,Lycaenidae Arhopala thamyras nan nan nan
19920,Lycaenidae,Nacaduba,Nacaduba cyanaea,Nacaduba cyanaea,,Nacaduba cyanaea female,Lycaenidae Nacaduba cyanaea nan nan female
20016,Zygaenidae,,,,,,Zygaenidae nan nan nan nan nan
20097,Lycaenidae,Danis,Danis,Danis,,,Lycaenidae Danis nan nan nan nan
20099,Lycaenidae,Hypochrysops,Hypochrysops polycletus,Hypochrysops polycletus,,,Lycaenidae Hypochrysops polycletus nan nan nan
20190,,,,,,ERROR,nan nan nan nan nan female
20502,,,,,,ERROR,nan nan nan nan nan ♂
20768,Pieridae,Catopsilia,Catopsilia pomona,Catopsilia pomona,,,Pieridae Catopsilia pomona nan nan nan
20832,Pieridae,Delias,Delias pasithoe,Delias pasithoe,,Delias pasithoe male,Pieridae Delias pasithoe nan nan male
20883,Pieridae,Cepora,Cepora perimale,Cepora perimale,,Cepora perimale female,Pieridae Cepora perimale nan nan female
20909,Pieridae,Appias,Appias nero,Appias nero nero,,Appias nero nero male,Pieridae Appias nero nero nan male
20952,Pieridae,Eurema,Eurema,Eurema,,Eurema female,Pieridae Eurema nan nan nan female
33910,Pieridae,Appias,Appias leptis,Appias leptis,,Appias leptis male,Pieridae Appias leptis nan nan male
33913,Nymphalidae,Lexias,Lexias,Lexias,,,Nymphalidae Lexias nan nan nan nan
33933,Pieridae,Delias,Delias belisama,Delias belisama belisama,,Delias belisama belisama female,Pieridae Delias belisama belisama nan female
37152,,,,,,ERROR,nan nan nan nan nan ♀
43307,,ZMA.INS.1358473,ZMA.INS.1358473,ZMA.INS.1358473,,,nan ZMA.INS.1358473 nan nan nan nan
35,Nymphalidae,Parthenos,Parthenos tigrina,Parthenos tigrina,,,Nymphalidae Parthenos tigrina nan nan nan
107,Nymphalidae,Mycalesis,Mycalesis phidon,Mycalesis phidon phidonides,,,Nymphalidae Mycalesis phidon phidonides nan nan
5737,,,,,,ERROR,nan nan nan nan nan .
5745,,,,,,ERROR,nan nan nan nan nan .@
19084,,,,,,ERROR,nan nan nan nan nan B B
19096,,,,,,ERROR,nan nan nan nan nan B @
19473,,,,,,ERROR,nan nan nan nan nan @B
19840,Nymphalidae,Pantoporia,Pantoporia paraka,Pantoporia paraka,,,Nymphalidae Pantoporia paraka nan nan nan
19841,Nymphalidae,Tanaecia,Tanaecia orphne,Tanaecia orphne,,,Nymphalidae Tanaecia orphne nan nan nan
19842,Nymphalidae,Mycalesis,Mycalesis patiana,Mycalesis patiana,,,Nymphalidae Mycalesis patiana nan nan nan
19843,Nymphalidae,Tanaecia,Tanaecia munda,Tanaecia munda,,,Nymphalidae Tanaecia munda nan nan nan
19844,Nymphalidae,Tanaecia,Tanaecia aruna,Tanaecia aruna,,,Nymphalidae Tanaecia aruna nan nan nan
19845,Nymphalidae,Erites,Erites elegans,Erites elegans,,,Nymphalidae Erites elegans nan nan nan
19847,Nymphalidae,Tanaecia,Tanaecia clathrata,Tanaecia clathrata,,,Nymphalidae Tanaecia clathrata nan nan nan
19848,Pieridae,Eurema,Eurema sari,Eurema sari,,,Pieridae Eurema sari nan nan nan
19849,Nymphalidae,Pandita,Pandita sinope,Pandita sinope,,,Nymphalidae Pandita sinope nan nan nan
19853,Pieridae,Eurema,Eurema nicevillei,Eurema nicevillei,,,Pieridae Eurema nicevillei nan nan nan
19858,Nymphalidae,Athyma,Athyma pravara,Athyma pravara,,,Nymphalidae Athyma pravara nan nan nan
19859,Nymphalidae,Lexias,Lexias pardalis,Lexias pardalis,,,Nymphalidae Lexias pardalis nan nan nan
19862,Nymphalidae,Elymnias,Elymnias penanga,Elymnias penanga,,,Nymphalidae Elymnias penanga nan nan nan
19865,Nymphalidae,Terinos,Terinos terpander,Terinos terpander,,,Nymphalidae Terinos terpander nan nan nan
19866,Nymphalidae,Lasippa,Lasippa tiga,Lasippa tiga,,,Nymphalidae Lasippa tiga nan nan nan
19870,Nymphalidae,Euthalia,Euthalia godarti,Euthalia godarti,,,Nymphalidae Euthalia godarti nan nan nan
19871,Nymphalidae,Euthalia,Euthalia iapis,Euthalia iapis,,,Nymphalidae Euthalia iapis nan nan nan
19874,Nymphalidae,Erites,Erites argentina,Erites argentina,,,Nymphalidae Erites argentina nan nan nan
19878,Nymphalidae,Athyma,Athyma kanwa,Athyma kanwa,,,Nymphalidae Athyma kanwa nan nan nan
19879,Lycaenidae,Allotinus,Allotinus nivalis,Allotinus nivalis,,,Lycaenidae Allotinus nivalis nan nan nan
19884,Nymphalidae,Ypthima,Ypthima fasciata,Ypthima fasciata,,,Nymphalidae Ypthima fasciata nan nan nan
19885,Nymphalidae,Faunis,Faunis stomphax,Faunis stomphax,,,Nymphalidae Faunis stomphax nan nan nan
19890,Pieridae,Eurema,Eurema tominia,Eurema tominia,,,Pieridae Eurema tominia nan nan nan
19893,Nymphalidae,Euthalia,Euthalia alpheda,Euthalia alpheda,,,Nymphalidae Euthalia alpheda nan nan nan
19894,Pieridae,Appias,Appias albina,Appias albina,,,Pieridae Appias albina nan nan nan
19896,Nymphalidae,Coelites,Coelites epiminthia,Coelites epiminthia,,,Nymphalidae Coelites epiminthia nan nan nan
19903,Nymphalidae,Pantoporia,Pantoporia aurelia,Pantoporia aurelia,,,Nymphalidae Pantoporia aurelia nan nan nan
19906,Nymphalidae,Euploea,Euploea eyndhovii,Euploea eyndhovii,,,Nymphalidae Euploea eyndhovii nan nan nan
19909,Nymphalidae,Eulaceura,Eulaceura osteria,Eulaceura osteria,,,Nymphalidae Eulaceura osteria nan nan nan
19914,Nymphalidae,Athyma,Athyma selenophora,Athyma selenophora,,,Nymphalidae Athyma selenophora nan nan nan
19915,Nymphalidae,Euthalia,Euthalia mahadeva,Euthalia mahadeva,,,Nymphalidae Euthalia mahadeva nan nan nan
19923,Nymphalidae,Chersonesia,Chersonesia intermedia,Chersonesia intermedia,,,Nymphalidae Chersonesia intermedia nan nan nan
19930,Pieridae,Saletara,Saletara panda,Saletara panda,,,Pieridae Saletara panda nan nan nan
19935,Nymphalidae,Lebadea,Lebadea martha,Lebadea martha,,,Nymphalidae Lebadea martha nan nan nan
19939,Nymphalidae,Coelites,Coelites euptychioides,Coelites euptychioides,,,Nymphalidae Coelites euptychioides nan nan nan
19941,Lycaenidae,Arhopala,Arhopala epimuta,Arhopala epimuta,,,Lycaenidae Arhopala epimuta nan nan nan
19944,Nymphalidae,Zeuxidia,Zeuxidia ameythystus,Zeuxidia ameythystus,,,Nymphalidae Zeuxidia ameythystus nan nan nan
19948,Papilionidae,Graphium,Graphium doson,Graphium doson,,,Papilionidae Graphium doson nan nan nan
19956,Nymphalidae,Dophla,Dophla evelina,Dophla evelina,,,Nymphalidae Dophla evelina nan nan nan
19958,Nymphalidae,Neptis,Neptis nata,Neptis nata,,,Nymphalidae Neptis nata nan nan nan
19959,Hesperiidae,Baoris,Baoris oceia,Baoris oceia,,,Hesperiidae Baoris oceia nan nan nan
19963,Nymphalidae,Athyma,Athyma nefte,Athyma nefte,,,Nymphalidae Athyma nefte nan nan nan
19966,Nymphalidae,Zeuxidia,Zeuxidia doubledaii,Zeuxidia doubledaii,,,Nymphalidae Zeuxidia doubledaii nan nan nan
19967,Nymphalidae,Lexias,Lexias dirtea,Lexias dirtea,,,Nymphalidae Lexias dirtea nan nan nan
19971,Nymphalidae,Moduza,Moduza procris,Moduza procris,,,Nymphalidae Moduza procris nan nan nan
19976,Nymphalidae,Pantoporia,Pantoporia dindinga,Pantoporia dindinga,,,Nymphalidae Pantoporia dindinga nan nan nan
19980,Pieridae,Appias,Appias paulina,Appias paulina,,,Pieridae Appias paulina nan nan nan
19982,Riodinidae,Abisara,Abisara geza,Abisara geza,,,Riodinidae Abisara geza nan nan nan
19996,Nymphalidae,Cirrochroa,Cirrochroa satellita,Cirrochroa satellita,,,Nymphalidae Cirrochroa satellita nan nan nan
20007,Pieridae,Appias,Appias indra,Appias indra,,,Pieridae Appias indra nan nan nan
20015,Nymphalidae,Prothoe,Prothoe franck,Prothoe franck,,,Nymphalidae Prothoe franck nan nan nan
20016,Nymphalidae,Elymnias,Elymnias nesaea,Elymnias nesaea,,,Nymphalidae Elymnias nesaea nan nan nan
20030,Nymphalidae,Euthalia,Euthalia monina,Euthalia monina,,,Nymphalidae Euthalia monina nan nan nan
20039,Nymphalidae,Euploea,Euploea modesta,Euploea modesta,,,Nymphalidae Euploea modesta nan nan nan
20045,Lycaenidae,Arhopala,Arhopala moorei,Arhopala moorei,,,Lycaenidae Arhopala moorei nan nan nan
20048,Papilionidae,Graphium,Graphium antiphates,Graphium antiphates,,,Papilionidae Graphium antiphates nan nan nan
20050,Lycaenidae,Arhopala,Arhopala pseudomuta,Arhopala pseudomuta,,,Lycaenidae Arhopala pseudomuta nan nan nan
20054,Nymphalidae,Neptis,Neptis leucoporos,Neptis leucoporos,,,Nymphalidae Neptis leucoporos nan nan nan
20057,Nymphalidae,Neptis,Neptis hylas,Neptis hylas,,,Nymphalidae Neptis hylas nan nan nan
20058,Lycaenidae,Allotinus,Allotinus leogoron,Allotinus leogoron,,,Lycaenidae Allotinus leogoron nan nan nan
20059,Nymphalidae,Elymnias,Elymnias panthera,Elymnias panthera,,,Nymphalidae Elymnias panthera nan nan nan
20069,Lycaenidae,Arhopala,Arhopala elopura,Arhopala elopura,,,Lycaenidae Arhopala elopura nan nan nan
20082,Papilionidae,Graphium,Graphium agamemnon,Graphium agamemnon,,,Papilionidae Graphium agamemnon nan nan nan
20106,Nymphalidae,Mycalesis,Mycalesis horsfieldi,Mycalesis horsfieldi,,,Nymphalidae Mycalesis horsfieldi nan nan nan
20108,Lycaenidae,Allotinus,Allotinus corbeti,Allotinus corbeti,,,Lycaenidae Allotinus corbeti nan nan nan
20110,Lycaenidae,Arhopala,Arhopala democritus,Arhopala democritus,,,Lycaenidae Arhopala democritus nan nan nan
20128,Nymphalidae,Discophora,Discophora necho,Discophora necho,,,Nymphalidae Discophora necho nan nan nan
20131,Nymphalidae,Ypthima,Ypthima pandocus,Ypthima pandocus,,,Nymphalidae Ypthima pandocus nan nan nan
20135,Papilionidae,Papilio,Papilio polytes,Papilio polytes,,,Papilionidae Papilio polytes nan nan nan
20136,Nymphalidae,Melanitis,Melanitis leda,Melanitis leda,,,Nymphalidae Melanitis leda nan nan nan
20138,Nymphalidae,Orsotriaena,Orsotriaena medus,Orsotriaena medus,,,Nymphalidae Orsotriaena medus nan nan nan
20142,Nymphalidae,Cethosia,Cethosia hypsea,Cethosia hypsea,,,Nymphalidae Cethosia hypsea nan nan nan
20149,Nymphalidae,Euploea,Euploea leucostictos,Euploea leucostictos,,,Nymphalidae Euploea leucostictos nan nan nan
20152,Nymphalidae,Parthenos,Parthenos sylvia,Parthenos sylvia,,,Nymphalidae Parthenos sylvia nan nan nan
20157,Lycaenidae,Prosotas,Prosotas gracilis,Prosotas gracilis,,,Lycaenidae Prosotas gracilis nan nan nan
20158,Lycaenidae,Nacaduba,Nacaduba calauria,Nacaduba calauria,,,Lycaenidae Nacaduba calauria nan nan nan
20159,Hesperiidae,Halpe,Halpe ormenes,Halpe ormenes,,,Hesperiidae Halpe ormenes nan nan nan
20160,Hesperiidae,Pyroneura,Pyroneura callineura,Pyroneura callineura,,,Hesperiidae Pyroneura callineura nan nan nan
20161,Lycaenidae,Miletus,Miletus symethus,Miletus symethus,,,Lycaenidae Miletus symethus nan nan nan
20162,Lycaenidae,Catopyrops,Catopyrops ancyra,Catopyrops ancyra,,,Lycaenidae Catopyrops ancyra nan nan nan
20165,Hesperiidae,Koruthaialos,Koruthaialos conjuncta,Koruthaialos conjuncta,,,Hesperiidae Koruthaialos conjuncta nan nan nan
20167,Hesperiidae,Caltoris,Caltoris plebeia,Caltoris plebeia,,,Hesperiidae Caltoris plebeia nan nan nan
20169,Pieridae,Eurema,Eurema hecabe,Eurema hecabe,,,Pieridae Eurema hecabe nan nan nan
20174,Lycaenidae,Megisba,Megisba malaya,Megisba malaya,,,Lycaenidae Megisba malaya nan nan nan
20175,Hesperiidae,Caltoris,Caltoris malaya,Caltoris malaya,,,Hesperiidae Caltoris malaya nan nan nan
20178,Hesperiidae,Iambrix,Iambrix stellifer,Iambrix stellifer,,,Hesperiidae Iambrix stellifer nan nan nan
20179,Hesperiidae,Notocrypta,Notocrypta paralysos,Notocrypta paralysos,,,Hesperiidae Notocrypta paralysos nan nan nan
20180,Hesperiidae,Hasora,Hasora quadripunctata,Hasora quadripunctata,,,Hesperiidae Hasora quadripunctata nan nan nan
20181,Hesperiidae,Matapa,Matapa druna,Matapa druna,,,Hesperiidae Matapa druna nan nan nan
20182,Hesperiidae,Salanoemia,Salanoemia sala,Salanoemia sala,,,Hesperiidae Salanoemia sala nan nan nan
20186,Lycaenidae,Miletus,Miletus drucei,Miletus drucei,,,Lycaenidae Miletus drucei nan nan nan
20189,Lycaenidae,Nacaduba,Nacaduba normani,Nacaduba normani,,,Lycaenidae Nacaduba normani nan nan nan
20190,Lycaenidae,Miletus,Miletus biggsii,Miletus biggsii,,,Lycaenidae Miletus biggsii nan nan nan
20191,Lycaenidae,Nacaduba,Nacaduba berenice,Nacaduba berenice,,,Lycaenidae Nacaduba berenice nan nan nan
20192,Lycaenidae,Nacaduba,Nacaduba kurava,Nacaduba kurava,,,Lycaenidae Nacaduba kurava nan nan nan
20193,Lycaenidae,Rapala,Rapala dieneces,Rapala dieneces,,,Lycaenidae Rapala dieneces nan nan nan
20195,Lycaenidae,Miletus,Miletus gopara,Miletus gopara,,,Lycaenidae Miletus gopara nan nan nan
20203,Hesperiidae,Capila,Capila phanaeus,Capila phanaeus,,,Hesperiidae Capila phanaeus nan nan nan
20204,Hesperiidae,Hasora,Hasora taminatus,Hasora taminatus,,,Hesperiidae Hasora taminatus nan nan nan
20205,Hesperiidae,Eetion,Eetion elia,Eetion elia,,,Hesperiidae Eetion elia nan nan nan
20206,Hesperiidae,Plastingia,Plastingia pellonia,Plastingia pellonia,,,Hesperiidae Plastingia pellonia nan nan nan
20208,Lycaenidae,Arhopala,Arhopala corinda,Arhopala corinda,,,Lycaenidae Arhopala corinda nan nan nan
20214,Hesperiidae,Zela,Zela elioti,Zela elioti,,,Hesperiidae Zela elioti nan nan nan
20218,Nymphalidae,Neptis,Neptis magadha,Neptis magadha,,,Nymphalidae Neptis magadha nan nan nan
20219,Lycaenidae,Flos,Flos anniella,Flos anniella,,,Lycaenidae Flos anniella nan nan nan
20220,Lycaenidae,Arhopala,Arhopala major,Arhopala major,,,Lycaenidae Arhopala major nan nan nan
20222,Lycaenidae,Arhopala,Arhopala aurea,Arhopala aurea,,,Lycaenidae Arhopala aurea nan nan nan
20225,Lycaenidae,Arhopala,Arhopala atosia,Arhopala atosia,,,Lycaenidae Arhopala atosia nan nan nan
20229,Nymphalidae,Chersonesia,Chersonesia rahria,Chersonesia rahria,,,Nymphalidae Chersonesia rahria nan nan nan
20237,Nymphalidae,Amathuxidia,Amathuxidia amythaon,Amathuxidia amythaon,,,Nymphalidae Amathuxidia amythaon nan nan nan
20238,Lycaenidae,Lycaenopsis,Lycaenopsis haraldus,Lycaenopsis haraldus,,,Lycaenidae Lycaenopsis haraldus nan nan nan
20240,Lycaenidae,Arhopala,Arhopala borneensis,Arhopala borneensis,,,Lycaenidae Arhopala borneensis nan nan nan
20245,Lycaenidae,Arhopala,Arhopala kinabala,Arhopala kinabala,,,Lycaenidae Arhopala kinabala nan nan nan
20250,Lycaenidae,Arhopala,Arhopala hypomuta,Arhopala hypomuta,,,Lycaenidae Arhopala hypomuta nan nan nan
20251,Lycaenidae,Arhopala,Arhopala phanda,Arhopala phanda,,,Lycaenidae Arhopala phanda nan nan nan
20253,Lycaenidae,Arhopala,Arhopala similis,Arhopala similis,,,Lycaenidae Arhopala similis nan nan nan
20254,Lycaenidae,Allotinus,Allotinus subviolaceus,Allotinus subviolaceus,,,Lycaenidae Allotinus subviolaceus nan nan nan
20350,Lycaenidae,Allotinus,Allotinus unicolor,Allotinus unicolor,,,Lycaenidae Allotinus unicolor nan nan nan
20355,Lycaenidae,Jamides,Jamides puloensis,Jamides puloensis,,,Lycaenidae Jamides puloensis nan nan nan
